user_id,treatment,purchase
33882,0,0
56503,1,0
60528,0,0
84442,0,0
95557,1,0
58380,1,1
48734,1,0
41009,1,0
16081,1,0
11280,1,0
74862,1,0
21701,1,0
40655,1,1
94770,1,0
25452,1,0
71717,1,0
74080,1,1
25436,0,0
74022,0,0
66651,1,0
71226,1,1
32165,1,0
29462,1,0
38170,1,1
26747,1,0
36953,0,0
73941,0,0
75002,1,0
47345,0,0
79017,1,0
42290,1,0
26648,1,0
98463,1,0
90986,0,0
76645,0,0
21358,1,1
86760,1,0
50605,1,0
26452,1,0
58871,1,0
24753,1,0
55650,1,0
59773,1,0
74800,1,0
51097,0,0
74504,1,0
49151,1,1
77780,1,0
76876,1,0
36759,1,1
15150,1,0
19952,1,0
61047,0,0
55227,0,0
67019,1,1
35266,1,0
49201,0,0
51244,1,0
69913,0,0
52130,1,0
93032,0,0
47945,1,0
68966,1,0
90128,1,1
34567,1,1
37967,1,0
11040,1,0
78663,0,0
34777,1,0
58476,0,0
14276,1,0
69697,0,0
85970,0,0
75454,0,0
35178,1,0
32860,1,0
69666,1,0
63627,1,0
72845,0,0
51143,0,0
47220,0,0
36317,1,0
66905,1,0
12887,1,0
24946,1,1
65379,0,0
59852,1,0
32632,0,0
55090,1,0
51235,1,1
89902,1,0
74648,1,0
34866,1,0
43789,1,1
48524,1,0
13946,1,0
38341,1,0
85733,1,0
95267,1,0
64289,0,0
58590,1,0
46722,1,0
32838,0,0
51562,1,0
62302,1,0
54669,1,0
96630,1,0
85819,1,0
62509,1,0
52090,1,0
39657,1,0
48988,1,0
63670,1,0
61119,1,0
47164,1,0
74668,1,0
94944,1,0
32417,1,0
15536,1,0
77450,1,0
34828,1,0
46602,0,0
23269,0,0
10635,1,0
67390,1,0
77403,1,0
78896,0,0
26557,1,0
50172,0,0
99190,1,1
46491,1,0
95800,1,0
45755,0,0
45028,1,0
68611,1,0
29395,1,0
41075,1,0
98494,1,0
62938,1,0
17541,1,0
50672,1,1
98367,1,0
78593,1,0
74081,0,0
17456,0,0
86809,1,0
20325,1,0
12273,1,0
75675,1,0
97921,1,1
38052,1,0
32663,1,0
22755,0,0
44571,1,0
29473,1,0
74151,1,0
47870,1,0
98500,1,0
48437,1,0
43967,1,0
79273,1,0
44620,1,0
23678,1,0
33842,1,0
93852,1,0
43080,1,0
93926,1,0
22485,1,0
25886,1,0
11938,0,0
15157,1,0
77016,1,0
14830,1,1
95100,0,0
15831,1,0
68106,1,0
72123,1,0
38495,1,0
30384,0,0
65266,1,0
65365,1,0
68425,1,0
25759,1,0
13230,1,0
21379,1,0
15990,0,0
24535,0,0
89213,0,0
17617,0,0
18433,1,0
81470,1,0
99410,0,0
14215,1,0
44117,1,0
64015,1,0
30770,1,0
90943,1,0
58114,1,0
17604,1,0
26034,1,0
72048,0,0
36811,1,0
23206,1,0
89384,1,0
69283,1,0
64948,1,0
68973,1,0
10047,1,0
99537,0,0
50373,1,0
80532,1,0
97410,1,0
59527,1,0
66796,1,0
53823,0,0
83753,0,0
65392,0,0
50706,1,0
48938,1,0
64699,0,0
83405,1,0
13422,0,0
13689,0,0
78269,1,0
84752,1,0
51458,1,0
54745,0,0
97998,0,0
61072,1,0
37325,1,0
15941,0,0
50602,0,0
95638,1,0
77830,1,0
74799,1,0
17043,0,0
60072,1,1
34278,1,0
86316,1,0
56852,1,0
82353,1,0
26575,1,0
12794,1,0
74998,1,0
68156,1,0
21161,1,0
26958,1,0
99876,1,0
64807,1,0
54640,0,0
71270,1,0
91566,1,0
90291,1,0
79035,1,1
10702,1,0
50189,1,0
25947,1,0
76844,1,0
57408,1,0
16151,1,0
90744,1,0
16872,1,0
85927,1,0
62146,1,0
41096,1,0
93825,1,0
34882,1,0
52548,1,0
29022,1,0
92388,1,0
76864,1,1
27578,1,0
12035,1,1
45985,0,0
32927,1,0
70537,1,0
11842,1,1
93389,0,0
41648,0,0
24405,1,0
85443,1,0
78730,1,1
58014,1,0
21787,1,0
36841,1,0
60893,1,0
24325,1,0
19736,0,0
20142,1,0
54301,1,0
72855,1,0
81821,1,0
50763,1,0
69589,1,0
37230,0,0
94712,1,0
33493,1,0
74702,1,0
11352,1,0
80754,1,1
97196,1,0
53471,1,0
31105,1,1
10620,1,0
82825,1,0
82426,1,0
95689,1,0
35509,1,0
26550,1,0
65988,1,0
59101,1,0
28087,1,0
10953,1,0
42547,1,0
50248,1,0
70399,0,0
14675,1,0
39107,1,0
91685,1,0
67858,0,0
95487,1,0
68315,0,0
89388,0,0
83480,1,0
36425,1,0
78435,1,0
45456,0,0
61793,1,0
49974,1,0
29487,0,0
44749,1,0
95379,0,0
24601,1,0
96002,1,0
59270,0,0
24266,0,0
40566,1,0
58022,1,0
30875,0,0
79574,1,0
50704,1,0
96879,1,0
17656,1,0
63011,1,0
40635,1,0
87607,1,0
51558,1,0
24894,1,0
14929,1,0
24333,1,0
31217,1,0
57635,0,0
68285,1,0
73824,1,0
42728,1,1
19392,0,0
84587,1,0
60045,1,1
28849,1,0
20346,1,0
64433,1,0
34948,1,0
27941,1,0
15634,0,0
70701,0,0
29779,1,0
22524,1,0
75728,0,0
21467,1,0
85333,1,0
76547,1,0
66496,1,0
56129,0,0
36748,0,0
73876,1,0
45006,1,0
72907,1,0
10868,0,0
34172,1,0
29578,1,0
14187,1,0
47026,1,0
27813,0,0
76439,0,0
14693,1,1
62316,1,0
99958,0,0
30446,1,0
29036,1,0
39431,0,0
57051,0,0
35574,1,0
97082,1,0
83911,1,0
58779,1,0
11886,0,0
62634,1,1
45468,1,0
10209,1,1
94011,1,0
85351,0,0
19692,0,0
60384,1,0
95524,1,1
65384,1,0
91201,1,1
68121,1,1
73732,1,0
73095,1,0
96449,0,0
53036,1,0
68344,1,0
91780,1,0
88260,1,0
52341,1,1
35761,0,0
72202,0,0
50245,1,0
47894,1,0
90028,1,1
20277,1,0
70111,1,1
19287,1,0
32615,1,0
88290,1,0
15231,1,0
15775,1,1
57835,1,0
25245,0,0
12580,1,0
49812,1,0
92617,0,0
50791,0,0
44425,1,0
18461,0,0
19939,1,0
34016,1,0
75869,1,0
31822,1,0
69241,1,0
85026,1,0
24579,1,0
11140,1,0
42033,0,0
29100,0,0
95700,1,1
39273,1,0
83235,1,0
25362,1,1
64119,1,0
95066,0,0
39946,1,0
23183,0,0
38790,1,0
31987,1,0
16439,1,1
60094,1,0
12781,1,0
81129,1,0
92395,0,0
29181,0,0
66271,1,0
63771,1,1
11227,1,0
78867,1,0
84646,0,0
21991,0,0
60867,0,0
72572,1,0
68790,0,0
58455,0,0
58730,0,0
33600,1,0
91768,1,0
26298,1,0
76868,1,0
66124,0,0
55060,0,0
58643,1,1
83149,1,1
25706,0,0
62311,0,0
69183,0,0
91846,1,0
48904,1,0
93702,1,0
26581,1,0
90563,1,0
50384,1,0
75033,1,0
52699,1,0
33644,1,1
81952,1,0
48506,1,0
73098,1,1
40856,1,0
55619,1,0
63130,1,0
99248,1,1
95993,1,0
26879,1,1
52503,1,0
77235,1,0
57034,1,0
93940,1,0
86275,1,0
76056,1,0
45956,1,0
42335,1,0
28126,1,0
84123,1,0
33710,1,0
65753,1,0
27038,1,0
86489,1,0
82784,0,0
46629,1,0
45060,1,1
77545,1,1
15945,0,0
84699,0,0
42237,1,0
28046,1,0
77772,1,1
53440,0,0
85992,1,0
64973,1,0
58970,1,0
67789,1,1
58499,1,0
71777,1,0
73988,0,0
70737,1,0
92891,1,1
80570,1,0
25022,1,0
76545,1,0
13642,1,0
63619,0,0
35438,0,0
19453,1,0
11642,1,0
64268,1,0
57555,0,0
53581,1,0
90158,0,0
18588,1,0
85181,1,0
72607,1,0
29927,1,0
28015,1,0
60576,1,0
50660,1,0
68519,0,0
61963,0,0
83775,1,0
48929,1,0
48209,1,1
40072,1,0
65405,0,0
99364,1,0
63303,1,0
88712,1,0
50675,1,0
24524,0,0
80491,1,0
45681,1,1
11589,1,0
98923,1,0
40952,1,1
37129,0,0
95771,1,1
21364,1,0
65626,1,0
47092,1,0
82849,1,0
47778,1,1
70371,1,0
87592,1,0
39112,1,0
47584,1,0
40573,1,0
62774,0,0
29571,1,1
18288,1,0
21031,1,0
26498,1,0
55017,1,0
22649,1,0
47018,1,1
64385,1,1
47043,0,0
67089,1,0
57517,1,0
64312,1,0
83406,0,0
59305,1,0
86688,1,0
14686,1,1
15753,0,0
56621,1,1
37701,1,1
81205,1,0
55800,1,1
77107,1,0
40345,1,1
29980,1,0
81582,0,0
12409,1,0
71326,1,0
27130,1,0
75043,1,1
88028,1,0
13350,1,0
52791,1,0
81788,1,0
69286,0,0
81251,1,0
50031,1,0
79111,0,0
87439,0,0
10186,1,1
57845,1,1
21832,1,0
93578,0,0
31363,1,0
71004,1,0
90211,1,0
54583,1,0
57515,1,0
56163,1,0
47046,1,0
88648,1,0
43734,1,0
36797,0,0
96193,1,1
15235,0,0
15658,1,0
26048,0,0
76360,1,0
32217,1,0
65594,1,0
91613,1,0
75921,1,0
12096,1,0
92013,1,0
92852,1,0
68557,0,0
88680,1,1
42303,1,0
26618,1,1
83119,1,0
25057,1,0
66232,1,0
14914,1,0
65157,1,0
71648,1,0
53116,0,0
38678,1,0
11059,1,0
36950,1,1
97717,1,0
21895,1,0
68680,1,0
97075,1,0
99293,1,0
27776,1,0
29050,0,0
30049,1,0
79032,1,0
40607,1,0
74919,1,0
43819,1,0
13725,1,0
72920,1,0
70451,0,0
89306,1,0
33848,1,1
65714,1,0
68703,1,0
86092,1,0
89771,1,0
31424,1,0
23122,1,0
37594,1,0
95361,1,0
18703,1,0
88778,1,0
18097,1,1
14823,1,0
23639,0,0
20174,1,1
54274,1,1
62790,1,0
65737,1,0
93737,1,0
60089,1,0
12364,0,0
37629,1,0
34461,1,0
60351,1,0
13317,1,0
94245,1,0
40495,1,0
82968,1,1
42440,1,0
83227,1,0
80972,1,0
50645,1,0
67843,1,0
32940,0,0
66438,1,1
89760,0,0
11494,1,0
48487,1,0
35657,1,0
69625,1,0
70368,1,0
63326,1,0
33205,1,0
70201,1,0
34056,1,1
99645,0,0
89963,1,0
11338,1,0
64058,0,0
16685,0,0
77756,1,0
85549,0,0
17926,0,0
77037,1,0
51960,1,0
26474,1,0
74770,1,0
12725,1,1
69866,1,0
11292,1,0
92620,1,1
21157,0,0
11878,1,0
64644,1,0
13197,0,0
11145,1,1
44644,1,0
46972,1,0
45353,1,0
63490,1,0
12909,1,0
44181,0,0
30122,1,0
28149,1,0
87112,1,0
45087,1,0
96270,1,0
48707,1,0
87466,1,1
21907,0,0
37433,1,0
89426,1,1
41031,1,0
52194,0,0
64746,1,0
68459,1,0
87247,1,0
63244,0,0
45258,1,0
31226,1,0
51501,1,0
40886,0,0
60197,1,0
36637,1,0
90863,1,0
19290,1,0
29995,1,0
45280,1,0
47624,1,0
23299,1,0
82563,0,0
81585,1,0
87205,1,0
34555,1,0
67708,1,0
68134,0,0
76791,1,0
13721,1,0
33050,0,0
27487,0,0
26949,0,0
95295,1,0
56725,1,1
89591,0,0
67210,0,0
76988,0,0
55981,1,1
96040,1,0
33893,1,0
51707,0,0
24262,1,0
29087,1,0
11577,0,0
91774,1,0
49617,0,0
90615,1,0
36429,0,0
22693,0,0
93406,1,0
55738,0,0
98912,1,0
37035,0,0
94583,1,0
38449,1,0
84376,1,0
89382,1,1
68378,1,0
57502,1,1
64060,1,0
82022,1,0
89105,1,0
45691,1,1
41423,1,0
34662,1,0
95380,0,0
85869,1,1
40112,1,0
14977,1,0
74419,1,0
58752,1,0
85752,0,0
44186,1,0
14113,1,0
52141,1,0
46866,1,0
38660,0,0
51946,1,0
22940,1,0
17936,0,0
60500,1,0
86734,1,0
82114,1,0
30668,1,0
69178,1,0
43497,1,1
97081,1,0
49975,1,0
90030,0,0
49856,1,0
19066,1,0
82105,1,0
22868,0,0
92019,1,0
33716,1,0
18651,0,0
71315,1,0
39842,1,1
81085,1,0
30648,1,0
46616,1,0
86876,1,0
18098,1,0
28082,1,0
53104,1,0
79702,1,0
84072,1,0
76706,1,1
63783,0,0
60012,0,0
48096,0,0
79288,0,0
52982,1,1
25031,1,0
18544,1,0
32122,1,0
41464,1,0
92834,1,0
61666,1,0
32304,1,0
53083,1,0
43306,0,0
48781,1,0
55304,1,0
49605,1,0
87070,1,0
85563,1,0
23204,1,0
32893,0,0
81885,1,0
58831,1,0
79984,1,0
12353,1,0
97382,1,0
28446,1,0
45243,1,0
10846,1,0
99965,1,0
86702,1,0
50087,1,1
67910,1,0
36218,1,0
12502,1,0
70452,0,0
11736,1,0
98138,1,0
17411,1,0
41865,1,1
70728,1,0
51154,1,0
64314,0,0
76722,1,0
76947,0,0
69507,1,0
70773,1,0
69632,1,0
17905,1,0
76381,1,0
79472,1,0
17947,0,0
53126,1,0
31932,1,1
29482,0,0
66053,1,0
20951,1,0
28102,1,0
44576,1,1
88193,0,0
30392,1,0
97045,1,0
41891,1,0
47529,1,0
47353,0,0
40154,1,0
62392,1,0
89688,1,0
66732,0,0
31485,1,0
10745,1,0
91616,1,0
58410,1,0
74408,1,0
74416,1,0
44858,0,0
55543,1,0
58416,0,0
70612,1,0
16494,0,0
96805,1,0
55830,1,0
55245,1,0
20583,1,0
57616,1,0
31743,1,0
39193,1,0
64862,1,0
35148,1,0
55408,0,0
54199,1,1
70106,1,0
57473,1,0
57610,1,0
56953,1,0
49732,1,0
15377,1,0
52529,1,0
27510,1,0
61590,1,0
69980,1,0
65387,1,0
55612,1,0
51678,1,0
13596,1,0
24251,0,0
21002,0,0
71211,1,0
25186,1,1
76006,1,1
92796,1,0
27459,1,0
49703,1,0
26708,1,0
88364,0,0
64552,1,0
75382,1,0
76953,1,0
25785,1,0
59069,1,0
99004,0,0
71677,1,0
94767,1,0
59127,1,0
94788,1,0
37261,1,0
82107,1,0
50740,1,0
18856,1,0
28006,1,0
97199,1,0
44048,1,0
62111,1,0
12835,1,0
73164,1,0
89288,1,1
29217,1,0
67734,1,0
42156,1,0
49248,1,0
18979,1,0
39538,0,0
40894,1,0
22210,1,0
42891,1,0
92096,1,0
21209,1,1
36440,1,0
86743,1,0
71502,1,0
88735,1,0
64297,0,0
99961,1,0
38262,0,0
10475,1,0
67082,1,0
50124,1,0
65336,0,0
26275,1,0
60163,1,1
73362,1,1
97884,1,0
78502,1,0
54345,1,0
93415,1,0
97695,1,0
70495,1,0
34222,1,0
49164,1,0
30132,1,0
16142,0,0
88391,1,0
52162,1,0
30413,1,0
76628,1,0
94971,1,0
53191,0,0
92143,0,0
31415,1,0
10632,1,0
66568,1,1
96649,1,0
10331,1,0
86717,1,0
97298,1,0
35882,1,0
41628,1,0
76509,1,0
66823,0,0
70383,1,0
89145,1,0
81179,1,0
24739,1,0
27842,1,0
59595,1,1
62034,1,0
96453,0,0
51959,1,0
50767,1,0
89102,1,0
69459,1,0
58523,0,0
79262,1,0
51163,1,1
53727,1,0
91668,1,0
96405,1,0
64891,0,0
85369,1,1
30164,1,0
64255,1,0
25593,1,0
58091,1,0
55578,0,0
15450,1,0
86855,0,0
23201,1,0
79325,1,0
12089,1,0
63604,1,1
19552,1,0
67797,1,0
28381,1,0
42177,1,0
33152,1,0
66469,1,0
87663,1,0
60904,1,0
10241,0,0
57573,0,0
94870,1,0
50191,0,0
78643,1,0
91235,1,1
42943,1,1
85085,0,0
83321,1,0
41867,1,0
81847,1,0
66932,0,0
70326,1,0
41595,1,0
68447,1,0
38042,1,0
76921,1,1
89708,1,0
68179,1,1
29602,1,0
72157,1,0
43965,1,0
17958,1,0
89372,1,0
57741,1,0
47783,1,0
73149,0,0
60360,1,0
89948,1,0
61745,0,0
99389,1,0
65032,1,0
87289,1,0
59815,1,0
64633,1,0
53992,1,0
84150,1,0
80727,1,0
42756,1,0
28432,0,0
46010,0,0
42496,1,0
69471,1,0
62539,1,0
16860,0,0
39908,1,0
55681,1,0
19493,1,0
15512,1,0
39860,1,0
77335,0,0
92263,1,0
19599,1,0
79165,1,0
17536,1,1
39865,1,0
98947,1,0
