user_id,treatment,purchase
33882,0,0
56503,0,0
60528,1,0
84442,1,1
95557,1,0
58380,1,0
48734,1,0
41009,1,0
16081,1,0
11280,1,0
74862,1,1
21701,1,0
40655,1,0
94770,1,0
25452,1,0
71717,1,0
74080,1,0
25436,1,0
74022,1,0
66651,1,0
71226,0,0
32165,1,0
29462,0,0
38170,1,1
26747,1,1
36953,1,0
73941,1,1
75002,1,1
47345,1,0
79017,1,1
42290,1,0
26648,1,1
98463,1,0
90986,1,0
76645,1,0
21358,0,0
86760,1,0
50605,1,0
26452,1,1
58871,1,0
24753,1,0
55650,1,0
59773,1,0
74800,1,0
51097,0,0
74504,1,0
49151,1,0
77780,0,0
76876,0,0
36759,1,0
15150,1,0
19952,1,0
61047,1,1
55227,0,0
67019,1,0
35266,0,0
49201,1,0
51244,1,0
69913,1,1
52130,0,0
93032,1,0
47945,1,0
68966,1,0
90128,0,0
34567,1,0
37967,0,0
11040,1,0
78663,1,0
34777,1,0
58476,1,1
14276,1,0
69697,1,1
85970,1,0
75454,0,0
35178,1,0
32860,1,0
69666,1,0
63627,0,0
72845,1,0
51143,1,0
47220,0,0
36317,1,0
66905,1,1
12887,1,0
24946,0,0
65379,1,0
59852,0,0
32632,1,0
55090,1,0
51235,1,1
89902,1,0
74648,1,0
34866,1,0
43789,1,0
48524,1,0
13946,0,0
38341,1,0
85733,0,0
95267,1,1
64289,1,1
58590,1,0
46722,1,0
32838,1,0
51562,1,0
62302,1,0
54669,1,1
96630,0,0
85819,0,0
62509,1,0
52090,1,0
39657,1,0
48988,0,0
63670,1,1
61119,0,0
47164,1,0
74668,1,1
94944,0,0
32417,1,0
15536,1,0
77450,0,0
34828,1,0
46602,1,0
23269,1,0
10635,0,0
67390,0,0
77403,1,0
78896,1,0
26557,1,0
50172,1,1
99190,1,0
46491,1,1
95800,1,0
45755,0,0
45028,0,0
68611,1,0
29395,1,0
41075,0,0
98494,1,0
62938,1,0
17541,1,0
50672,1,0
98367,1,0
78593,1,0
74081,1,0
17456,1,0
86809,1,0
20325,1,0
12273,1,0
75675,1,0
97921,1,0
38052,1,0
32663,1,0
22755,1,0
44571,1,1
29473,1,0
74151,1,0
47870,1,0
98500,1,0
48437,1,0
43967,0,0
79273,1,1
44620,1,1
23678,1,0
33842,1,0
93852,1,0
43080,1,0
93926,1,0
22485,1,0
25886,1,0
11938,1,0
15157,1,0
77016,0,0
14830,1,1
95100,1,1
15831,1,0
68106,1,0
72123,1,0
38495,1,0
30384,1,0
65266,1,0
65365,1,1
68425,1,0
25759,1,0
13230,1,0
21379,0,0
15990,1,0
24535,1,0
89213,1,1
17617,1,0
18433,1,0
81470,0,0
99410,1,0
14215,1,1
44117,1,0
64015,1,1
30770,1,1
90943,1,0
58114,1,0
17604,0,0
26034,1,0
72048,1,0
36811,1,0
23206,1,0
89384,0,0
69283,1,0
64948,0,0
68973,1,0
10047,1,0
99537,1,1
50373,1,0
80532,1,1
97410,1,0
59527,1,0
66796,1,0
53823,1,0
83753,1,0
65392,1,1
50706,0,0
48938,0,0
64699,1,0
83405,1,0
13422,1,0
13689,1,0
78269,1,0
84752,1,0
51458,0,0
54745,1,1
97998,1,0
61072,0,0
37325,1,0
15941,1,0
50602,1,1
95638,1,0
77830,1,1
74799,0,0
17043,1,0
60072,1,0
34278,1,0
86316,0,0
56852,1,1
82353,1,0
26575,1,0
12794,1,0
74998,1,0
68156,1,0
21161,1,0
26958,1,0
99876,1,0
64807,1,0
54640,1,0
71270,0,0
91566,0,0
90291,0,0
79035,1,0
10702,1,1
50189,1,1
25947,1,1
76844,0,0
57408,1,0
16151,1,0
90744,0,0
16872,1,0
85927,0,0
62146,1,0
41096,1,0
93825,0,0
34882,1,0
52548,1,0
29022,1,0
92388,1,1
76864,1,0
27578,1,0
12035,0,0
45985,1,0
32927,1,0
70537,1,0
11842,1,0
93389,1,0
41648,1,1
24405,1,1
85443,1,0
78730,1,1
58014,1,0
21787,1,0
36841,1,0
60893,1,0
24325,1,0
19736,1,0
20142,0,0
54301,1,0
72855,1,0
81821,1,0
50763,1,0
69589,1,0
37230,0,0
94712,0,0
33493,1,0
74702,1,1
11352,0,0
80754,1,0
97196,0,0
53471,1,0
31105,1,0
10620,0,0
82825,1,0
82426,1,0
95689,1,0
35509,0,0
26550,1,0
65988,1,0
59101,1,0
28087,1,0
10953,0,0
42547,1,0
50248,1,0
70399,1,0
14675,1,0
39107,0,0
91685,1,1
67858,0,0
95487,1,0
68315,1,0
89388,1,0
83480,1,1
36425,1,0
78435,1,1
45456,1,0
61793,1,0
49974,1,0
29487,0,0
44749,1,0
95379,1,0
24601,1,0
96002,1,0
59270,1,0
24266,1,0
40566,1,0
58022,1,0
30875,0,0
79574,1,1
50704,1,0
96879,1,0
17656,1,1
63011,1,0
40635,1,0
87607,0,0
51558,1,0
24894,1,0
14929,1,0
24333,1,0
31217,0,0
57635,1,1
68285,1,0
73824,1,1
42728,1,0
19392,0,0
84587,1,1
60045,1,0
28849,0,0
20346,1,0
64433,1,0
34948,1,0
27941,1,0
15634,1,0
70701,1,0
29779,0,0
22524,0,0
75728,0,0
21467,1,0
85333,1,0
76547,0,0
66496,1,0
56129,1,0
36748,0,0
73876,0,0
45006,1,0
72907,1,0
10868,1,0
34172,0,0
29578,1,0
14187,1,1
47026,1,0
27813,0,0
76439,1,0
14693,1,0
62316,0,0
99958,0,0
30446,1,0
29036,1,1
39431,0,0
57051,1,0
35574,1,0
97082,1,0
83911,1,0
58779,1,0
11886,1,0
62634,1,0
45468,1,0
10209,1,0
94011,1,0
85351,0,0
19692,0,0
60384,1,0
95524,0,0
65384,1,1
91201,1,1
68121,0,0
73732,1,0
73095,1,1
96449,1,0
53036,1,0
68344,1,0
91780,1,0
88260,1,0
52341,1,0
35761,0,0
72202,1,1
50245,0,0
47894,1,1
90028,1,0
20277,1,1
70111,1,0
19287,0,0
32615,1,0
88290,0,0
15231,1,0
15775,1,0
57835,1,0
25245,1,1
12580,1,0
49812,1,0
92617,0,0
50791,1,0
44425,1,0
18461,1,0
19939,1,0
34016,1,0
75869,0,0
31822,1,0
69241,1,0
85026,0,0
24579,0,0
11140,1,0
42033,1,0
29100,0,0
95700,0,0
39273,1,0
83235,1,0
25362,0,0
64119,1,0
95066,1,0
39946,1,0
23183,1,0
38790,0,0
31987,1,0
16439,1,1
60094,1,0
12781,1,0
81129,1,0
92395,1,0
29181,0,0
66271,1,0
63771,1,0
11227,1,0
78867,1,1
84646,1,0
21991,1,0
60867,1,0
72572,1,0
68790,1,0
58455,0,0
58730,1,1
33600,1,0
91768,1,1
26298,1,0
76868,1,1
66124,1,0
55060,1,0
58643,1,0
83149,0,0
25706,1,0
62311,1,0
69183,1,0
91846,1,1
48904,1,0
93702,1,0
26581,1,1
90563,1,0
50384,1,1
75033,1,1
52699,1,0
33644,1,0
81952,1,0
48506,1,1
73098,1,0
40856,1,0
55619,0,0
63130,0,0
99248,1,0
95993,1,0
26879,1,1
52503,1,0
77235,1,0
57034,1,0
93940,1,0
86275,0,0
76056,1,0
45956,0,0
42335,1,0
28126,1,0
84123,0,0
33710,1,0
65753,1,1
27038,0,0
86489,0,0
82784,1,0
46629,0,0
45060,0,0
77545,1,0
15945,0,0
84699,1,1
42237,1,0
28046,0,0
77772,1,0
53440,1,0
85992,1,0
64973,1,0
58970,1,1
67789,1,0
58499,1,0
71777,1,0
73988,1,0
70737,1,1
92891,1,0
80570,1,1
25022,0,0
76545,0,0
13642,1,0
63619,1,1
35438,1,1
19453,1,1
11642,1,1
64268,0,0
57555,1,0
53581,1,0
90158,1,0
18588,0,0
85181,1,0
72607,1,1
29927,1,1
28015,1,1
60576,1,0
50660,1,0
68519,1,0
61963,1,0
83775,1,0
48929,1,0
48209,0,0
40072,1,0
65405,1,0
99364,1,0
63303,0,0
88712,1,0
50675,1,0
24524,1,0
80491,1,0
45681,1,0
11589,1,0
98923,1,0
40952,1,0
37129,1,0
95771,1,1
21364,1,0
65626,1,0
47092,1,0
82849,0,0
47778,1,0
70371,1,0
87592,1,0
39112,0,0
47584,1,0
40573,1,0
62774,1,0
29571,1,0
18288,0,0
21031,1,0
26498,1,0
55017,1,1
22649,1,0
47018,1,0
64385,1,0
47043,1,1
67089,1,0
57517,1,0
64312,1,1
83406,1,0
59305,1,0
86688,0,0
14686,1,0
15753,0,0
56621,1,0
37701,1,0
81205,1,0
55800,1,0
77107,1,0
40345,1,1
29980,0,0
81582,0,0
12409,1,0
71326,1,0
27130,0,0
75043,0,0
88028,1,0
13350,1,0
52791,1,0
81788,0,0
69286,1,0
81251,1,0
