user_id,treatment,purchase
33882,0,0
56503,1,0
60528,0,0
84442,1,0
95557,1,0
58380,0,0
48734,1,0
41009,1,0
16081,1,1
11280,0,0
74862,1,0
21701,1,0
40655,1,1
94770,1,0
25452,1,0
71717,1,0
74080,1,0
25436,0,0
74022,1,0
66651,0,0
71226,1,0
32165,0,0
29462,1,0
38170,1,0
26747,0,0
36953,1,1
73941,0,0
75002,1,0
47345,0,0
79017,1,0
42290,0,0
26648,1,0
98463,1,0
90986,1,0
76645,0,0
21358,1,0
86760,1,0
50605,1,0
26452,1,0
58871,1,0
24753,1,0
55650,1,0
59773,1,0
74800,1,0
51097,1,0
74504,1,0
49151,1,0
77780,1,0
76876,0,0
36759,1,1
15150,1,0
19952,1,0
61047,1,0
55227,1,0
67019,1,0
35266,1,0
49201,0,0
51244,1,0
69913,1,1
52130,0,0
93032,0,0
47945,1,1
68966,0,0
90128,0,0
34567,0,0
37967,1,1
11040,1,0
78663,1,0
34777,0,0
58476,1,0
14276,1,0
69697,1,0
85970,0,0
75454,1,0
35178,1,0
32860,1,0
69666,1,0
63627,1,1
72845,0,0
51143,0,0
47220,0,0
36317,0,0
66905,1,0
12887,1,0
24946,0,0
65379,1,0
59852,1,0
32632,1,0
55090,1,0
51235,0,0
89902,0,0
74648,0,0
34866,1,0
43789,0,0
48524,1,0
13946,1,0
38341,1,0
85733,1,0
95267,1,1
64289,0,0
58590,1,0
46722,1,0
32838,1,0
51562,1,0
62302,0,0
54669,1,0
96630,1,0
85819,1,0
62509,0,0
52090,1,0
39657,1,0
48988,0,0
63670,0,0
61119,1,0
47164,1,0
74668,0,0
94944,0,0
32417,0,0
15536,0,0
77450,0,0
34828,1,0
46602,1,0
23269,1,0
10635,1,0
67390,1,0
77403,1,0
78896,1,0
26557,1,0
50172,1,0
99190,0,0
46491,1,0
95800,1,0
45755,1,0
45028,1,0
68611,1,0
29395,1,0
41075,1,0
98494,0,0
62938,1,0
17541,0,0
50672,1,0
98367,1,0
78593,0,0
74081,1,1
17456,0,0
86809,0,0
20325,1,0
12273,0,0
75675,1,0
97921,0,0
38052,0,0
32663,1,1
22755,1,0
44571,1,0
29473,0,0
74151,1,0
47870,0,0
98500,0,0
48437,0,0
43967,0,0
79273,1,0
44620,0,0
23678,1,0
33842,1,0
93852,1,0
43080,0,0
93926,1,0
22485,1,0
25886,1,1
11938,0,0
15157,0,0
77016,0,0
14830,0,0
95100,1,0
15831,1,0
68106,1,0
72123,0,0
38495,1,0
30384,1,0
65266,1,0
65365,1,0
68425,0,0
25759,0,0
13230,1,0
21379,1,0
15990,1,0
24535,1,0
89213,1,0
17617,0,0
18433,1,1
81470,0,0
99410,1,0
14215,1,1
44117,1,0
64015,1,0
30770,1,1
90943,1,0
58114,1,0
17604,1,0
26034,0,0
72048,1,0
36811,0,0
23206,1,0
89384,1,0
69283,0,0
64948,1,0
68973,0,0
10047,1,1
99537,1,0
50373,1,1
80532,1,0
97410,1,0
59527,1,0
66796,1,0
53823,1,1
83753,0,0
65392,0,0
50706,0,0
48938,1,0
64699,1,0
83405,0,0
13422,1,0
13689,0,0
78269,0,0
84752,0,0
51458,0,0
54745,0,0
97998,1,0
61072,1,0
37325,0,0
15941,0,0
50602,1,1
95638,1,0
77830,1,0
74799,1,0
17043,1,0
60072,1,0
34278,0,0
86316,1,1
56852,1,0
82353,0,0
26575,0,0
12794,0,0
74998,1,0
68156,0,0
21161,0,0
26958,1,0
99876,1,1
64807,0,0
54640,1,0
71270,0,0
91566,0,0
90291,1,0
79035,0,0
10702,1,0
50189,0,0
25947,0,0
76844,0,0
57408,0,0
16151,1,0
90744,1,0
16872,0,0
85927,1,0
62146,1,0
41096,0,0
93825,1,0
34882,1,0
52548,0,0
29022,1,0
92388,1,0
76864,0,0
27578,1,0
12035,1,1
45985,0,0
32927,0,0
70537,1,0
11842,1,0
93389,1,0
41648,0,0
24405,1,0
85443,0,0
78730,0,0
58014,1,1
21787,1,0
36841,0,0
60893,1,0
24325,1,0
19736,1,0
20142,0,0
54301,0,0
72855,1,0
81821,0,0
50763,0,0
69589,0,0
37230,1,0
94712,1,0
33493,0,0
74702,1,1
11352,1,0
80754,1,0
97196,0,0
53471,1,1
31105,1,0
10620,1,0
82825,0,0
82426,0,0
95689,0,0
35509,1,0
26550,0,0
65988,1,0
59101,0,0
28087,0,0
10953,1,0
42547,0,0
50248,1,0
70399,1,0
14675,1,0
39107,1,0
91685,0,0
67858,1,0
95487,1,0
68315,0,0
89388,1,0
83480,1,0
36425,1,0
78435,0,0
45456,0,0
61793,0,0
49974,0,0
29487,0,0
44749,1,1
95379,1,0
24601,1,0
96002,1,0
59270,0,0
24266,0,0
40566,1,0
58022,0,0
30875,1,0
79574,0,0
50704,1,1
96879,1,0
17656,1,0
63011,1,0
40635,1,0
87607,0,0
51558,1,0
24894,1,0
14929,1,0
24333,1,0
31217,1,0
57635,1,0
68285,0,0
73824,0,0
42728,1,0
19392,1,0
84587,1,0
60045,0,0
28849,0,0
20346,1,0
64433,1,0
34948,0,0
27941,1,0
15634,1,0
70701,1,0
29779,0,0
22524,0,0
75728,0,0
21467,0,0
85333,0,0
76547,1,1
66496,0,0
56129,0,0
36748,1,1
73876,1,0
45006,1,0
72907,1,0
10868,1,0
34172,0,0
29578,1,0
14187,1,0
47026,1,0
27813,0,0
76439,0,0
14693,1,0
62316,1,0
99958,0,0
30446,0,0
29036,1,0
39431,1,0
57051,1,0
35574,1,0
97082,1,0
83911,1,0
58779,0,0
11886,0,0
62634,1,0
45468,1,0
10209,0,0
94011,1,1
85351,1,0
19692,1,0
60384,0,0
95524,0,0
65384,0,0
91201,1,0
68121,0,0
73732,0,0
73095,1,0
96449,0,0
53036,1,0
68344,1,0
91780,1,0
88260,0,0
52341,1,0
35761,0,0
72202,0,0
50245,0,0
47894,1,0
90028,0,0
20277,1,0
70111,1,1
19287,1,0
32615,1,0
88290,1,0
15231,0,0
15775,0,0
57835,1,0
25245,0,0
12580,1,0
49812,1,0
92617,1,0
50791,1,0
44425,0,0
18461,1,0
19939,1,0
34016,0,0
75869,0,0
31822,1,0
69241,0,0
85026,1,0
24579,0,0
11140,1,0
42033,0,0
29100,0,0
95700,1,0
39273,1,0
83235,1,0
25362,0,0
64119,1,0
95066,0,0
39946,1,0
23183,0,0
38790,0,0
31987,1,0
16439,1,0
60094,1,0
12781,1,0
81129,0,0
92395,0,0
29181,1,0
66271,0,0
63771,0,0
11227,1,0
78867,0,0
84646,0,0
21991,1,0
60867,0,0
72572,1,0
68790,1,0
58455,0,0
58730,1,1
33600,0,0
91768,1,0
26298,1,0
76868,1,0
66124,1,0
55060,1,0
58643,1,0
83149,0,0
25706,1,0
62311,1,0
69183,1,0
91846,1,0
48904,1,0
93702,0,0
26581,1,0
90563,0,0
50384,0,0
75033,0,0
52699,1,0
33644,0,0
81952,1,1
48506,0,0
73098,0,0
40856,1,1
55619,1,0
63130,1,0
99248,1,0
95993,0,0
26879,0,0
52503,0,0
77235,1,1
57034,1,0
93940,1,0
86275,0,0
76056,1,0
45956,1,0
42335,1,0
28126,1,0
84123,1,0
33710,0,0
65753,1,0
27038,0,0
86489,1,0
82784,1,0
46629,1,0
45060,1,1
77545,0,0
15945,1,0
84699,0,0
42237,1,0
28046,1,0
77772,0,0
53440,0,0
85992,1,0
64973,1,0
58970,1,1
67789,0,0
58499,1,0
71777,1,0
73988,1,0
70737,1,1
92891,1,0
80570,0,0
25022,1,0
76545,1,0
13642,1,0
63619,0,0
35438,0,0
19453,1,1
11642,1,0
64268,1,0
57555,0,0
53581,0,0
90158,1,1
18588,1,0
85181,1,0
72607,1,0
29927,1,0
28015,1,0
60576,1,0
50660,0,0
68519,1,0
61963,0,0
83775,1,0
48929,0,0
48209,0,0
40072,0,0
65405,1,0
99364,1,1
63303,1,0
88712,0,0
50675,1,0
24524,1,0
80491,0,0
45681,1,0
11589,1,0
98923,1,1
40952,1,0
37129,1,0
95771,0,0
21364,0,0
65626,1,0
47092,0,0
82849,1,0
47778,1,0
70371,1,0
87592,0,0
39112,1,0
47584,1,0
40573,0,0
62774,1,0
29571,1,0
18288,0,0
21031,1,1
26498,1,0
55017,1,0
22649,1,0
47018,1,0
64385,1,0
47043,0,0
67089,1,0
57517,1,0
64312,1,0
83406,1,0
59305,1,0
86688,1,0
14686,0,0
15753,0,0
56621,1,0
37701,1,1
81205,0,0
55800,1,1
77107,1,0
40345,1,0
29980,0,0
81582,0,0
12409,0,0
71326,1,1
27130,1,0
75043,1,0
88028,0,0
13350,0,0
52791,0,0
81788,0,0
69286,1,0
81251,1,0
50031,1,0
79111,0,0
87439,0,0
10186,0,0
57845,1,1
21832,1,1
93578,0,0
31363,1,0
71004,0,0
90211,1,0
54583,1,1
57515,1,0
56163,1,0
47046,0,0
88648,1,0
43734,1,0
36797,0,0
96193,1,0
15235,1,0
15658,0,0
26048,1,0
76360,1,0
32217,0,0
65594,0,0
91613,1,0
75921,0,0
12096,0,0
92013,1,0
92852,1,0
68557,1,0
88680,0,0
42303,0,0
26618,1,0
83119,1,0
25057,1,0
66232,0,0
14914,1,1
65157,1,0
71648,1,0
53116,1,0
38678,1,0
11059,1,0
36950,1,0
97717,1,0
21895,1,0
68680,0,0
97075,0,0
99293,1,0
27776,1,1
29050,0,0
30049,1,0
79032,1,0
40607,1,0
74919,1,0
43819,1,0
13725,1,0
72920,0,0
70451,1,0
89306,0,0
33848,1,0
65714,0,0
68703,0,0
86092,1,0
89771,0,0
31424,0,0
23122,1,0
37594,1,0
95361,0,0
18703,1,0
88778,1,0
18097,1,0
14823,1,0
23639,0,0
20174,1,0
54274,0,0
62790,1,0
65737,1,0
93737,1,0
60089,1,0
12364,0,0
37629,1,0
34461,0,0
60351,1,0
13317,1,1
94245,1,0
40495,0,0
82968,1,0
42440,1,0
83227,1,0
80972,1,0
50645,1,1
67843,1,0
32940,1,0
66438,1,0
89760,1,0
11494,1,0
48487,1,0
35657,1,0
69625,1,0
70368,1,0
63326,1,0
33205,1,0
70201,1,0
34056,1,0
99645,0,0
89963,1,0
11338,1,0
64058,1,0
16685,1,0
77756,0,0
85549,1,0
17926,1,0
77037,0,0
51960,0,0
26474,1,0
74770,1,0
12725,1,0
69866,1,0
11292,1,0
92620,0,0
21157,0,0
11878,1,0
64644,1,0
13197,0,0
11145,0,0
44644,1,0
46972,1,0
45353,0,0
63490,0,0
12909,1,0
44181,1,0
30122,1,0
28149,0,0
87112,1,0
45087,0,0
96270,0,0
48707,0,0
87466,1,0
21907,0,0
37433,1,0
89426,1,0
41031,0,0
52194,1,0
64746,0,0
68459,0,0
87247,1,0
63244,0,0
45258,0,0
31226,0,0
51501,1,0
40886,0,0
60197,0,0
36637,1,0
90863,0,0
19290,1,0
29995,0,0
45280,0,0
47624,0,0
23299,0,0
82563,1,0
81585,1,0
87205,1,0
34555,1,0
67708,1,0
68134,0,0
76791,1,0
13721,1,0
33050,1,1
27487,1,0
26949,1,0
95295,1,0
56725,1,0
89591,0,0
67210,0,0
76988,0,0
55981,1,0
96040,0,0
33893,0,0
51707,0,0
24262,1,0
29087,1,0
11577,0,0
91774,0,0
49617,1,0
90615,1,1
36429,0,0
22693,1,0
93406,1,0
55738,0,0
98912,1,0
37035,0,0
94583,1,0
38449,1,0
84376,0,0
89382,1,1
68378,1,0
57502,1,0
64060,0,0
82022,1,1
89105,1,0
45691,1,0
41423,1,0
34662,1,0
95380,0,0
85869,0,0
40112,1,1
14977,0,0
74419,1,0
58752,0,0
85752,1,0
44186,1,1
14113,0,0
52141,0,0
46866,0,0
38660,0,0
51946,1,1
22940,1,0
17936,0,0
60500,0,0
86734,0,0
82114,1,0
30668,0,0
69178,0,0
43497,1,0
97081,0,0
49975,0,0
90030,1,0
49856,1,0
19066,1,0
82105,1,1
22868,1,0
92019,1,0
33716,1,0
18651,0,0
71315,1,1
39842,1,0
81085,1,0
30648,1,0
46616,0,0
86876,0,0
18098,1,1
28082,1,0
53104,1,0
79702,1,0
84072,0,0
76706,1,0
63783,0,0
60012,1,0
48096,1,0
79288,0,0
52982,0,0
25031,0,0
18544,0,0
32122,1,0
41464,1,0
92834,0,0
61666,1,0
32304,0,0
53083,1,0
43306,0,0
48781,0,0
55304,0,0
49605,1,0
87070,1,1
85563,0,0
23204,0,0
32893,1,0
81885,1,1
58831,1,0
79984,1,0
12353,1,0
97382,1,0
28446,1,0
45243,1,0
10846,0,0
99965,1,1
86702,1,0
50087,0,0
67910,1,0
36218,1,0
12502,1,0
70452,0,0
11736,0,0
98138,1,0
17411,1,1
41865,0,0
70728,0,0
51154,0,0
64314,1,0
76722,1,0
76947,0,0
69507,0,0
70773,1,0
69632,1,0
17905,1,0
76381,1,1
79472,1,0
17947,0,0
53126,0,0
31932,1,0
29482,0,0
66053,1,0
20951,0,0
28102,1,0
44576,1,0
88193,1,0
30392,1,0
97045,1,0
41891,1,1
47529,1,0
47353,0,0
40154,1,0
62392,1,0
89688,1,1
66732,1,0
31485,0,0
10745,1,1
91616,0,0
58410,1,0
74408,1,1
74416,1,0
44858,0,0
55543,1,0
58416,1,0
70612,1,0
16494,1,0
96805,0,0
55830,1,0
55245,1,0
20583,0,0
57616,1,0
31743,0,0
39193,0,0
64862,1,0
35148,1,0
55408,1,0
54199,1,0
70106,0,0
57473,1,1
57610,0,0
56953,1,0
49732,0,0
15377,1,0
52529,1,0
27510,1,1
61590,1,0
69980,1,0
65387,1,0
55612,0,0
51678,0,0
13596,1,1
24251,1,0
21002,1,0
71211,1,0
25186,0,0
76006,0,0
92796,1,0
27459,1,0
49703,1,0
26708,1,1
88364,1,0
64552,1,0
75382,1,1
76953,0,0
25785,1,0
59069,0,0
99004,0,0
71677,0,0
94767,0,0
59127,0,0
94788,1,0
37261,1,0
82107,0,0
50740,1,1
18856,0,0
28006,0,0
97199,1,0
44048,1,0
62111,1,0
12835,0,0
73164,0,0
89288,1,0
29217,0,0
67734,0,0
42156,0,0
49248,1,0
18979,1,0
39538,0,0
40894,0,0
22210,1,0
42891,0,0
92096,1,1
21209,1,0
36440,0,0
86743,1,0
71502,0,0
88735,1,0
64297,0,0
99961,0,0
38262,1,0
10475,1,0
67082,1,0
50124,1,0
65336,0,0
26275,1,0
60163,1,0
73362,0,0
97884,1,0
78502,1,0
54345,0,0
93415,1,0
97695,1,0
70495,1,0
34222,1,0
49164,1,0
30132,1,0
16142,1,1
88391,0,0
52162,1,0
30413,0,0
76628,1,0
94971,0,0
53191,0,0
92143,0,0
31415,1,1
10632,1,0
66568,1,0
96649,1,0
10331,0,0
86717,1,0
97298,0,0
35882,1,1
41628,0,0
76509,0,0
66823,1,0
70383,1,0
89145,1,0
81179,1,1
24739,1,0
27842,1,0
59595,1,0
62034,1,0
96453,1,1
51959,1,0
50767,1,1
89102,0,0
69459,0,0
58523,0,0
79262,1,0
51163,1,0
53727,1,0
91668,0,0
96405,1,0
64891,1,1
85369,0,0
30164,1,0
64255,1,0
25593,0,0
58091,0,0
55578,0,0
15450,0,0
86855,1,0
23201,1,0
79325,1,0
12089,0,0
63604,1,0
19552,0,0
67797,1,0
28381,0,0
42177,0,0
33152,1,0
66469,1,0
87663,1,0
60904,1,1
10241,0,0
57573,0,0
94870,1,0
50191,0,0
78643,0,0
91235,1,0
42943,1,0
85085,1,0
83321,1,1
41867,1,0
81847,1,0
66932,1,0
70326,1,0
41595,0,0
68447,0,0
38042,0,0
76921,1,0
89708,1,0
68179,1,0
29602,1,0
72157,1,1
43965,1,1
17958,1,0
89372,1,0
57741,1,0
47783,0,0
73149,0,0
60360,0,0
89948,1,0
61745,0,0
99389,1,1
65032,1,1
87289,1,0
59815,1,0
64633,0,0
53992,0,0
84150,1,0
80727,1,0
42756,1,0
28432,1,0
46010,1,0
42496,1,0
69471,0,0
62539,0,0
16860,1,0
39908,1,0
55681,1,0
19493,0,0
15512,0,0
39860,1,0
77335,1,0
92263,1,0
19599,1,0
79165,1,0
17536,1,0
39865,1,0
98947,1,0
